filename,artist_folder,path,size_mb,format,genres,bpm,is_sergik
SERGIK - Gypsy - House 1.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Gypsy - House 1.wav,61.07,wav,house,,True
SERGIK x Sean H x Be.Janis - Steppin.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Sean H x Be.Janis - Steppin.wav,78.01,wav,,,True
heavy dub v7.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/heavy dub v7.wav,45.85,wav,reggae,,False
"DRE, Dilon Karim - Frustrated (Unreleased).wav",Unknown Artist,"/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/DRE, Dilon Karim - Frustrated (Unreleased).wav",57.42,wav,,,False
Realm Transfer.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Realm Transfer.wav,35.9,wav,,,False
SERGIK - Life 1.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Life 1.wav,55.95,wav,,,True
SERGIK - Juiced Up.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Juiced Up.wav,63.45,wav,,,True
SERGIK - Upside Down.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Upside Down.wav,46.89,wav,,,True
SERGIK x Dillon Nathaniel - Moon Glazin.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Dillon Nathaniel - Moon Glazin.wav,62.85,wav,,,True
ARZA - Swear Fo 2.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/ARZA - Swear Fo 2.wav,49.06,wav,,,False
SERGIK x Jetski - Code Name SERGSKI.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Jetski - Code Name SERGSKI.wav,62.48,wav,,,True
relaxation.mp3,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/relaxation.mp3,5.15,mp3,,,False
SERGIK  - Dreamer.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK  - Dreamer.wav,45.53,wav,,,True
Sergik - Freaky Up In Here.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Sergik - Freaky Up In Here.wav,37.96,wav,,,True
SERGIK - In The Streets - (Funkshway SRGFLp) 1.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - In The Streets - (Funkshway SRGFLp) 1.wav,76.89,wav,funk,,True
SERGIK -Crowd Control (Amerika SRGFLiP).wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK -Crowd Control (Amerika SRGFLiP).wav,50.79,wav,,,True
SERGIK x Sean Hart - American LOVE (Rebass).wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Sean Hart - American LOVE (Rebass).wav,73.29,wav,,,True
Janis Demo x Andino.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Janis Demo x Andino.wav,61.38,wav,,,False
SERGIK - Have To Do It.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Have To Do It.wav,82.36,wav,,,True
SERGIK - What Is What 3.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - What Is What 3.wav,76.68,wav,,,True
Trip Hop 4.mp3,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Trip Hop 4.mp3,6.0,mp3,,,False
How I Work [vocals].mp3,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/How I Work [vocals].mp3,5.87,mp3,,,False
SERGIK - How Ya.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - How Ya.wav,54.79,wav,,,True
Sergik x DJ Dalle - Its Your turn.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Sergik x DJ Dalle - Its Your turn.wav,44.07,wav,,,True
RIdin.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/RIdin.wav,30.73,wav,,,False
mac me v3.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/mac me v3.wav,64.86,wav,,,False
SERGIK x Breauxx - Walk Dat Walk2.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Breauxx - Walk Dat Walk2.wav,54.79,wav,,,True
Dunes of Dawn & Dilon Karim - Paranoia (UNR).mp3,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Dunes of Dawn & Dilon Karim - Paranoia (UNR).mp3,15.86,mp3,,,False
SERGIK - Kouch Potato.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Kouch Potato.wav,7.81,wav,,,True
SERGIK x Javi - Smoke Break at Da Crib.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Javi - Smoke Break at Da Crib.wav,48.45,wav,,,True
Andino x Sergik - Tradicion master.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Andino x Sergik - Tradicion master.wav,67.29,wav,,,False
SERGIK - No Stopping.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - No Stopping.wav,65.37,wav,,,True
no love (0).wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/no love (0).wav,19.52,wav,,,False
SERGIK - 49ers - Move Your Feet (remix).wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - 49ers - Move Your Feet (remix).wav,62.98,wav,,,True
3 41 AM.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/3 41 AM.wav,22.8,wav,,,False
Cory Hill x SERGIK - Love.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Cory Hill x SERGIK - Love.wav,74.69,wav,,,False
SERGIK - Somthn L's.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Somthn L's.wav,75.7,wav,,,True
WUB V2 light master.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/WUB V2 light master.wav,57.42,wav,,,False
SERGIK x Francisco Josue - Let Me.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Francisco Josue - Let Me.wav,42.33,wav,,,True
SERGIK x Steve - Yard man.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Steve - Yard man.wav,45.78,wav,,,True
Busta The Nut 3.mp3,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Busta The Nut 3.mp3,6.78,mp3,,,False
Lodin - A Letter From Home 2.mp3,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Lodin - A Letter From Home 2.mp3,15.26,mp3,,,False
Hidden World of Fungi (Instrumental)  - Michael Crowe x SERGIK.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Hidden World of Fungi (Instrumental)  - Michael Crowe x SERGIK.wav,39.13,wav,,,False
Cory Hill x SERGIK - Love 1.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Cory Hill x SERGIK - Love 1.wav,76.21,wav,,,False
SERGIK x L9V - 6 Hours In.2.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x L9V - 6 Hours In.2.wav,63.81,wav,,,True
SERGIK x Silent Jay - Make Me Free.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Silent Jay - Make Me Free.wav,66.44,wav,,,True
SERGIK - Dont You.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Dont You.wav,71.91,wav,,,True
SERGIK - Soul Mind n Body v2.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Soul Mind n Body v2.wav,62.0,wav,soul,,True
Donuts N Milk (0).wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Donuts N Milk (0).wav,21.43,wav,,,False
Valerie Stoss - BACK2DANCE (Master) 2.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Valerie Stoss - BACK2DANCE (Master) 2.wav,110.12,wav,,,False
Rainy Daze (0).wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Rainy Daze (0).wav,22.55,wav,,,False
SERGIK x Janis - Alchemy.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Janis - Alchemy.wav,49.31,wav,,,True
Noir Pt 2.mp3,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Noir Pt 2.mp3,11.77,mp3,,,False
RUNTHA v222.mp3,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/RUNTHA v222.mp3,6.1,mp3,,,False
Pixelated Thoughts (0).wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Pixelated Thoughts (0).wav,25.05,wav,,,False
1A - 128 - Breauxx - Dance With Me (v1).wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/1A - 128 - Breauxx - Dance With Me (v1).wav,48.89,wav,,,False
england 2.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/england 2.wav,36.86,wav,,,False
SERGIK - Doin Ma Thang.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Doin Ma Thang.wav,68.13,wav,,,True
SERGIK x Aloe Flipz - Shafeus.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Aloe Flipz - Shafeus.wav,66.03,wav,,,True
8.14 - novation.mp3,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/8.14 - novation.mp3,11.98,mp3,,,False
SERGIK x Ladell Ransom - Desiderata.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Ladell Ransom - Desiderata.wav,25.63,wav,,,True
BOTEV - WALK WIT IT V3.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/BOTEV - WALK WIT IT V3.wav,61.84,wav,,,False
SERGIK - Salute.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Salute.wav,70.18,wav,,,True
SERGIK - Dumb.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Dumb.wav,36.18,wav,,,True
SERGIK x Optikz - Front to Da Back.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Optikz - Front to Da Back.wav,36.53,wav,,,True
Jcreate - Sick rat  COLLAB 83.261 bpm.mp3,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Jcreate - Sick rat  COLLAB 83.261 bpm.mp3,3.19,mp3,,,False
SERGIK - Never Hold Back (TechyesHausno mix).wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Never Hold Back (TechyesHausno mix).wav,61.03,wav,,,True
SERGIK - Be FreeNDaMind.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Be FreeNDaMind.wav,36.88,wav,,,True
Mine Edit.mp3,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Mine Edit.mp3,5.63,mp3,,,False
SERGIK - Golden Hour - Reggaeton.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Golden Hour - Reggaeton.wav,55.68,wav,reggae,,True
SERGIK - Been Done.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Been Done.wav,64.01,wav,,,True
dane n jc.mp3,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/dane n jc.mp3,2.01,mp3,,,False
SERGIK - Tell Me What It Do.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Tell Me What It Do.wav,61.51,wav,,,True
SERGIK x Deep Chetty - So Good v3.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Deep Chetty - So Good v3.wav,66.38,wav,,,True
jazz new.mp3,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/jazz new.mp3,18.98,mp3,jazz,,False
SERGIK - Gypsy - Trap 1.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Gypsy - Trap 1.wav,61.07,wav,hiphop,,True
SERGIK x SLICK FLOYD - Feelin Good.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x SLICK FLOYD - Feelin Good.wav,63.28,wav,,,True
SERGIK - Losing Control.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Losing Control.wav,37.81,wav,,,True
SERGIK - Divine.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Divine.wav,50.01,wav,,,True
SERGIK - All My Ladies.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - All My Ladies.wav,55.76,wav,,,True
SERGIK x Jetskii - Levels To This.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Jetskii - Levels To This.wav,79.12,wav,,,True
uncertain.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/uncertain.wav,27.61,wav,,,False
SERGIK - The McCoy.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - The McCoy.wav,45.6,wav,,,True
Trip Hop 7.mp3,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Trip Hop 7.mp3,8.49,mp3,,,False
SERGIK - Movin.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Movin.wav,58.64,wav,,,True
SERGIK - Soular Exploration.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Soular Exploration.wav,60.12,wav,soul,,True
womwomwom 121BPM v2 1.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/womwomwom 121BPM v2 1.wav,76.08,wav,,121,False
SERGIK - Everyday Gratitude 1.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Everyday Gratitude 1.wav,64.01,wav,,,True
Moon Night Light.mp3,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Moon Night Light.mp3,7.65,mp3,,,False
Overtime (0).wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Overtime (0).wav,28.71,wav,,,False
SERGIK - Dont Stop V3.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Dont Stop V3.wav,55.76,wav,,,True
SERGIK x Be.Janice- Nectar.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Be.Janice- Nectar.wav,62.52,wav,,,True
SERGIK - Spanktula.1.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Spanktula.1.wav,50.39,wav,,,True
SERGIK x Be.Janis - Fly Away.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Be.Janis - Fly Away.wav,52.55,wav,,,True
SERGIK x Bob Secret - The Bag.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Bob Secret - The Bag.wav,64.57,wav,,,True
SERGIK - CorK.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - CorK.wav,58.14,wav,,,True
SERGIK x ESHER - Just Dont.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x ESHER - Just Dont.wav,66.99,wav,,,True
SERGIK - Traction.mp3,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Traction.mp3,8.45,mp3,,,True
SERGIK - Cruise Control.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Cruise Control.wav,55.9,wav,,,True
SERGIK - Hold Me Down.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Hold Me Down.wav,73.7,wav,,,True
SERGIK x OG Coconut - Take Me Home.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x OG Coconut - Take Me Home.wav,63.66,wav,,,True
SERGIK x Tibbs - Prosper v2.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Tibbs - Prosper v2.wav,167.71,wav,,,True
SERGIK - Funky Technician 1.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Funky Technician 1.wav,82.02,wav,funk,,True
SERGIK - Utopia.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Utopia.wav,51.52,wav,,,True
Evolution theory.mp3,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Evolution theory.mp3,2.31,mp3,,,False
SERGIK - Bubble Buddy.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Bubble Buddy.wav,62.98,wav,,,True
SERGIK - Got Dat.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Got Dat.wav,51.91,wav,,,True
Humanity Unknown.mp3,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Humanity Unknown.mp3,6.64,mp3,,,False
Lodin - A Letter From Home 1.mp3,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Lodin - A Letter From Home 1.mp3,15.26,mp3,,,False
tommorow (0).wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/tommorow (0).wav,15.38,wav,,,False
SERGIK - Bizzz (Instrumental).wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Bizzz (Instrumental).wav,65.99,wav,,,True
SERGIK - Get Up.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Get Up.wav,59.54,wav,,,True
SERGIK x Nood - Im Grown (Dub Edit).wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Nood - Im Grown (Dub Edit).wav,62.69,wav,reggae,,True
06 DM2TUO.m4a,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/06 DM2TUO.m4a,9.0,m4a,,,False
Sergik - Doses.2.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Sergik - Doses.2.wav,43.93,wav,,,True
SERGIK - Air It Out.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Air It Out.wav,58.51,wav,,,True
SERGIK - They Got Me.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - They Got Me.wav,64.47,wav,,,True
romin killa 2.mp3,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/romin killa 2.mp3,12.69,mp3,,,False
NooD - bitch i grow v3 1.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/NooD - bitch i grow v3 1.wav,117.22,wav,,,False
