filename,artist,bpm,key,camelot,energy,phrases,duration_sec,sample_rate,bit_depth,channels,file_size_mb,format,path,emotional_category,valence,arousal,emotions,psychological_effect,focus,relaxation,motivation,timbre,texture,spatial,dynamics,primary_intent,use_cases
Sugar Cubes (0).wav,Music,78.3,A major,11B,5,Drop,112.21,44100,0,2,18.88,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Sugar Cubes (0).wav,chill,0.7,0.4,"relaxed,laid-back,comfortable",background,0.5,0.7,0.3,neutral,balanced,focused,dynamic,background,"cafe,restaurant,lounge,retail"
SERGIK - Daze.wav,Music,78.3,A minor,8A,6,Drop,151.74,44100,24,2,38.29,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Daze.wav,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,chill,"home,study,reading,social"
BATTERYLO & PALMA-  LZRR V1.wav,Music,129.2,B minor,10A,5,Drop,178.29,44100,0,2,29.99,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/BATTERYLO & PALMA-  LZRR V1.wav,chill,0.7,0.4,"relaxed,laid-back,comfortable",background,0.5,0.7,0.3,neutral,balanced,focused,dynamic,creative,"studio,production,writing,design"
SERGIK x Slick Floyd - Just Groove.wav,Music,86.1,D major,10B,6,Drop -> Chorus,218.88,44100,24,2,55.23,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Slick Floyd - Just Groove.wav,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,chill,"home,study,reading,social"
SERGIK - No Fvcks Left.wav,Music,123.0,D major,10B,7,Chorus -> Drop,228.57,48000,24,2,62.78,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - No Fvcks Left.wav,groovy,0.8,0.6,"funky,rhythmic,danceable",productivity,0.7,0.5,0.75,neutral,balanced,focused,dynamic,dance_floor,"club,festival,party,peak time"
SERGIK - Last Night.wav,Music,123.0,A major,11B,5,Chorus -> Drop,270.97,44100,24,2,68.38,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Last Night.wav,chill,0.7,0.4,"relaxed,laid-back,comfortable",background,0.5,0.7,0.3,neutral,balanced,focused,dynamic,creative,"studio,production,writing,design"
Andino x Sergik x Janis - Tradicion.wav,Music,129.2,D major,10B,6,Drop -> Chorus -> Drop,411.43,44100,24,2,103.82,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Andino x Sergik x Janis - Tradicion.wav,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,creative,"studio,production,writing,design"
SERGIK - Deeper.wav,Music,78.3,D minor,7A,6,Drop -> Chorus,250.43,44100,24,2,63.2,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Deeper.wav,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,chill,"home,study,reading,social"
double it j dawg.mp3,Music,117.5,G# minor,1A,6,Intro -> Drop,203.62,44100,0,2,7.77,mp3,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/double it j dawg.mp3,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,creative,"studio,production,writing,design"
SERGIK - Groove Junkie.wav,Music,86.1,G major,9B,6,Drop -> Chorus,243.81,44100,0,2,41.02,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Groove Junkie.wav,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,chill,"home,study,reading,social"
Sergik ft. RubyRainbow - T!me.wav,Music,86.1,D major,10B,7,Drop,274.84,44100,24,2,69.35,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Sergik ft. RubyRainbow - T!me.wav,groovy,0.8,0.6,"funky,rhythmic,danceable",productivity,0.7,0.5,0.75,neutral,balanced,focused,dynamic,dance_floor,"club,festival,party,peak time"
Sergik - Warehouse District.1.wav,Music,129.2,C# minor,12A,6,Drop,228.57,44100,24,2,57.68,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Sergik - Warehouse District.1.wav,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,creative,"studio,production,writing,design"
SERGIK x Stan The Guitarman - Interstate 1.wav,Music,86.1,E minor,9A,6,Intro -> Drop,261.82,44100,24,2,66.07,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Stan The Guitarman - Interstate 1.wav,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,chill,"home,study,reading,social"
SERGIK x Hausofdevotion - Love Again.wav,Music,117.5,B minor,10A,5,Drop,200.0,44100,24,2,50.47,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Hausofdevotion - Love Again.wav,chill,0.7,0.4,"relaxed,laid-back,comfortable",background,0.5,0.7,0.3,neutral,balanced,focused,dynamic,creative,"studio,production,writing,design"
SERGIK - Melt 1.wav,Music,129.2,A major,11B,6,Intro -> Chorus -> Drop,241.89,44100,24,2,61.04,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Melt 1.wav,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,creative,"studio,production,writing,design"
Sergik - Do You.wav,Music,86.1,E major,12B,6,Drop,203.52,44100,0,2,34.24,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Sergik - Do You.wav,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,chill,"home,study,reading,social"
bobby BATTLO v7.wav,Music,92.3,D major,10B,6,Chorus -> Drop,219.43,44100,0,2,36.91,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/bobby BATTLO v7.wav,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,chill,"home,study,reading,social"
SERGIK - Tippn Screw.wav,Music,89.1,D minor,7A,5,Chorus -> Drop,289.52,44100,24,2,73.06,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Tippn Screw.wav,chill,0.7,0.4,"relaxed,laid-back,comfortable",background,0.5,0.7,0.3,neutral,balanced,focused,dynamic,background,"cafe,restaurant,lounge,retail"
8.28.24 Tryin Be 120 BPM Note E.aif,Music,86.1,E minor,9A,6,Drop,112.0,48000,24,2,30.76,aif,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/8.28.24 Tryin Be 120 BPM Note E.aif,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,chill,"home,study,reading,social"
BOBBY HILL.aif,Music,86.1,A major,11B,6,Intro -> Chorus -> Drop,155.86,44100,16,2,26.22,aif,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/BOBBY HILL.aif,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,chill,"home,study,reading,social"
Hip Hop.mp3,Music,89.1,A minor,8A,6,Intro -> Drop,128.03,44100,0,2,4.88,mp3,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Hip Hop.mp3,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,chill,"home,study,reading,social"
SERGIK - One Time v2.wav,Music,92.3,D major,10B,6,Chorus -> Drop,237.55,44100,24,2,59.94,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - One Time v2.wav,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,chill,"home,study,reading,social"
JXH collab 1.mp3,Music,112.3,F# minor,11A,6,Drop,173.64,44100,0,2,6.62,mp3,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/JXH collab 1.mp3,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,creative,"studio,production,writing,design"
Dont Fight it - LODB X JCREATE (0).wav,Music,92.3,F# minor,11A,6,Drop,325.42,44100,0,2,54.75,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Dont Fight it - LODB X JCREATE (0).wav,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,chill,"home,study,reading,social"
SERGIK x Breauxxx x Janis - The Bag  (SERGIK DiscoTecha VIP 2).wav,Music,129.2,A major,11B,6,Chorus -> Drop,271.87,44100,24,2,68.61,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Breauxxx x Janis - The Bag  (SERGIK DiscoTecha VIP 2).wav,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,creative,"studio,production,writing,design"
SERGIK - The Bomb.wav,Music,86.1,A major,11B,6,Drop -> Chorus,229.69,44100,24,2,57.96,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - The Bomb.wav,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,chill,"home,study,reading,social"
SERGIK x Janis & the Planets - Levitating.wav,Music,86.1,A minor,8A,6,Intro -> Chorus -> Drop,227.29,44100,24,2,57.36,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Janis & the Planets - Levitating.wav,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,chill,"home,study,reading,social"
SERGIK x Lugh Haurie - Zoned.wav,Music,129.2,G major,9B,7,Intro -> Drop,200.31,44100,24,2,50.55,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Lugh Haurie - Zoned.wav,groovy,0.8,0.6,"funky,rhythmic,danceable",productivity,0.7,0.5,0.75,neutral,balanced,focused,dynamic,dance_floor,"club,festival,party,peak time"
SERGIK x Sean Hart x Sean Watson x Janis - Snap Back1.wav,Music,143.6,D major,10B,6,Chorus -> Drop,349.09,44100,24,2,88.09,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Sean Hart x Sean Watson x Janis - Snap Back1.wav,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,workout,"gym,running,cycling,HIIT"
SERGIK x BeJanis - Feel The Rhythm.wav,Music,129.2,A minor,8A,5,Drop -> Chorus,260.95,44100,24,2,65.85,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x BeJanis - Feel The Rhythm.wav,chill,0.7,0.4,"relaxed,laid-back,comfortable",background,0.5,0.7,0.3,neutral,balanced,focused,dynamic,creative,"studio,production,writing,design"
SERGIK - Farewell.wav,Music,86.1,A minor,8A,6,Drop,240.0,44100,24,2,60.56,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Farewell.wav,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,chill,"home,study,reading,social"
SERGIK x Bones - Momentum.wav,Music,86.1,F major,7B,7,Intro -> Chorus -> Drop,197.14,44100,24,2,49.75,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Bones - Momentum.wav,groovy,0.8,0.6,"funky,rhythmic,danceable",productivity,0.7,0.5,0.75,neutral,balanced,focused,dynamic,dance_floor,"club,festival,party,peak time"
SERGIK x Tibbs - Prosper.wav,Music,117.5,A major,11B,6,Intro -> Drop,332.31,44100,24,2,83.86,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Tibbs - Prosper.wav,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,creative,"studio,production,writing,design"
SERGIK - Freaks n Beats.wav,Music,86.1,D major,10B,6,Drop -> Chorus,230.4,44100,24,2,58.14,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Freaks n Beats.wav,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,chill,"home,study,reading,social"
SERGIK - Oye Mami.wav,Music,86.1,D major,10B,6,Drop,253.44,48000,24,2,69.61,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Oye Mami.wav,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,chill,"home,study,reading,social"
SERGIK X WWW - Muzik.wav,Music,147.7,D major,10B,7,Drop,207.69,44100,24,2,52.41,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK X WWW - Muzik.wav,groovy,0.8,0.6,"funky,rhythmic,danceable",productivity,0.7,0.5,0.75,neutral,balanced,focused,dynamic,dance_floor,"club,festival,party,peak time"
SERGIK - 6 Hours In.wav,Music,86.1,D major,10B,6,Intro -> Chorus -> Drop,232.32,44100,24,2,58.62,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - 6 Hours In.wav,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,chill,"home,study,reading,social"
SERGIK - Tell Her.wav,Music,117.5,A minor,8A,7,Intro -> Drop,280.68,44100,24,2,70.83,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Tell Her.wav,groovy,0.8,0.6,"funky,rhythmic,danceable",productivity,0.7,0.5,0.75,neutral,balanced,focused,dynamic,creative,"studio,production,writing,design"
Hip Hop 8.mp3,Music,89.1,D major,10B,6,Chorus -> Drop,157.1,44100,0,2,5.99,mp3,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Hip Hop 8.mp3,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,chill,"home,study,reading,social"
Arza - Jumpin Out The Jet 150bpm B min.wav,Music,76.0,F# minor,11A,6,Drop -> Chorus -> Drop,64.0,44100,0,2,21.53,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Arza - Jumpin Out The Jet 150bpm B min.wav,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,chill,"home,study,reading,social"
SERGIK - Its a Feeling.wav,Music,123.0,D minor,7A,6,Drop,174.1,44100,24,2,43.93,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Its a Feeling.wav,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,creative,"studio,production,writing,design"
SERGIK x MEUGEN - Lucid.wav,Music,147.7,A major,11B,5,Drop,108.42,44100,0,2,18.24,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x MEUGEN - Lucid.wav,chill,0.7,0.4,"relaxed,laid-back,comfortable",background,0.5,0.7,0.3,neutral,balanced,focused,dynamic,background,"cafe,restaurant,lounge,retail"
OMNOM x SERGIK - CONTRABAND.wav,Music,86.1,C major,8B,7,Intro -> Drop,247.5,44100,24,2,62.45,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/OMNOM x SERGIK - CONTRABAND.wav,groovy,0.8,0.6,"funky,rhythmic,danceable",productivity,0.7,0.5,0.75,neutral,balanced,focused,dynamic,dance_floor,"club,festival,party,peak time"
SERGIK - Party People.wav,Music,129.2,A minor,8A,6,Drop,241.89,44100,0,2,40.69,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Party People.wav,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,creative,"studio,production,writing,design"
SERGIK - Get it Poppn.wav,Music,129.2,D major,10B,7,Drop,217.14,44100,0,2,36.53,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Get it Poppn.wav,groovy,0.8,0.6,"funky,rhythmic,danceable",productivity,0.7,0.5,0.75,neutral,balanced,focused,dynamic,dance_floor,"club,festival,party,peak time"
Sergik x Grund - Oh My.wav,Music,86.1,A minor,8A,6,Chorus -> Drop,199.68,44100,0,2,33.59,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Sergik x Grund - Oh My.wav,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,chill,"home,study,reading,social"
Sergik x Silent Jay - We All Turnt.wav,Music,86.1,D major,10B,7,Drop,220.16,44100,0,2,37.04,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Sergik x Silent Jay - We All Turnt.wav,groovy,0.8,0.6,"funky,rhythmic,danceable",productivity,0.7,0.5,0.75,neutral,balanced,focused,dynamic,dance_floor,"club,festival,party,peak time"
SERGIK - Take.wav,Music,86.1,D major,10B,7,Drop,247.68,44100,24,2,62.5,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Take.wav,groovy,0.8,0.6,"funky,rhythmic,danceable",productivity,0.7,0.5,0.75,neutral,balanced,focused,dynamic,dance_floor,"club,festival,party,peak time"
Hip Hop 5.mp3,Music,89.1,E minor,9A,6,Drop,139.68,44100,0,2,5.33,mp3,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Hip Hop 5.mp3,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,chill,"home,study,reading,social"
SERGIK - Uninvited v2.wav,Music,86.1,D major,10B,6,Drop -> Chorus,280.95,44100,24,2,70.9,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Uninvited v2.wav,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,chill,"home,study,reading,social"
SERGIK - Not the Type.wav,Music,123.0,A minor,8A,7,Drop,204.59,44100,24,2,51.63,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Not the Type.wav,groovy,0.8,0.6,"funky,rhythmic,danceable",productivity,0.7,0.5,0.75,neutral,balanced,focused,dynamic,dance_floor,"club,festival,party,peak time"
SERGIK x Breauxx - You Can't.wav,Music,86.1,D major,10B,5,Drop,235.2,44100,24,2,59.35,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Breauxx - You Can't.wav,chill,0.7,0.4,"relaxed,laid-back,comfortable",background,0.5,0.7,0.3,neutral,balanced,focused,dynamic,background,"cafe,restaurant,lounge,retail"
SERGIK - Electrify 2.wav,Music,86.1,D minor,7A,6,Chorus -> Drop,245.76,44100,24,2,62.02,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Electrify 2.wav,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,chill,"home,study,reading,social"
understood.wav,Music,92.3,F# minor,11A,5,Intro -> Drop,128.0,44100,0,2,21.53,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/understood.wav,chill,0.7,0.4,"relaxed,laid-back,comfortable",background,0.5,0.7,0.3,neutral,balanced,focused,dynamic,background,"cafe,restaurant,lounge,retail"
SERGIK x OffMedz_ - Around the World 1.wav,Music,86.1,D major,10B,7,Chorus -> Drop,201.6,44100,24,2,50.87,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x OffMedz_ - Around the World 1.wav,groovy,0.8,0.6,"funky,rhythmic,danceable",productivity,0.7,0.5,0.75,neutral,balanced,focused,dynamic,dance_floor,"club,festival,party,peak time"
SERGIK - Give It Up.wav,Music,123.0,D major,10B,7,Drop -> Outro,234.24,44100,24,2,59.11,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Give It Up.wav,groovy,0.8,0.6,"funky,rhythmic,danceable",productivity,0.7,0.5,0.75,neutral,balanced,focused,dynamic,dance_floor,"club,festival,party,peak time"
Fly Aliens - SERGIC x NAM x Mateo Haze.wav,Music,123.0,F# major,2B,6,Intro -> Drop,139.87,44100,0,2,47.06,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Fly Aliens - SERGIC x NAM x Mateo Haze.wav,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,creative,"studio,production,writing,design"
Overtime.wav,Music,89.1,A major,11B,5,Chorus -> Drop -> Chorus,170.67,44100,0,2,28.71,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Overtime.wav,chill,0.7,0.4,"relaxed,laid-back,comfortable",background,0.5,0.7,0.3,neutral,balanced,focused,dynamic,background,"cafe,restaurant,lounge,retail"
SERGIK x OG Coconut - Do It.wav,Music,129.2,A minor,8A,6,Drop,241.9,44100,24,2,61.04,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x OG Coconut - Do It.wav,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,creative,"studio,production,writing,design"
SERGIK - Dandy (BeJanis - Suade Remix) - CMaj - 99bpm.wav,Music,92.3,D major,10B,6,Chorus -> Drop,298.18,44100,24,2,75.24,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Dandy (BeJanis - Suade Remix) - CMaj - 99bpm.wav,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,chill,"home,study,reading,social"
SERGIK - Abduction.wav,Music,86.1,A major,11B,6,Drop,230.4,44100,24,2,58.14,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Abduction.wav,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,chill,"home,study,reading,social"
