filename,artist,bpm,key,camelot,energy,phrases,duration_sec,sample_rate,bit_depth,channels,file_size_mb,format,path
On the Road session.mp3,Music,86.1,B minor,10A,7,Intro -> Chorus -> Drop,206.84,44100,0,2,7.89,mp3,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/On the Road session.mp3
Dreaming Jet 3.mp3,Music,129.2,D minor,7A,9,Intro -> Chorus -> Drop,330.06,44100,0,2,12.59,mp3,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Dreaming Jet 3.mp3
SERGIK x Breauxx x WWW - Uninvited v2.wav,Music,86.1,D major,10B,8,Drop -> Outro,283.2,44100,24,2,71.46,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Breauxx x WWW - Uninvited v2.wav
SERGIK - Come On Strong - 124 BPM Dmin.wav,Music,86.1,D major,10B,7,Intro -> Drop,278.71,44100,24,2,70.33,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Come On Strong - 124 BPM Dmin.wav
SERGIK x Nood - Im Grown (Instrumental).wav,Music,143.6,A major,11B,5,Intro -> Chorus -> Drop,248.45,44100,24,2,62.69,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Nood - Im Grown (Instrumental).wav
SERGIK - Moon Settler.wav,Music,117.5,A minor,8A,7,Intro -> Verse -> Drop,276.0,44100,24,2,69.65,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Moon Settler.wav
SERGIK - Whats the Plan Ft. WWW.wav,Music,86.1,A major,11B,6,Drop,220.65,44100,0,2,37.12,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Whats the Plan Ft. WWW.wav
Jazz 1 bass.mp3,Music,123.0,F major,7B,2,Unknown,12.07,44100,0,2,0.46,mp3,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Jazz 1 bass.mp3
SERGIK - Funkshway - ANALOG RECORDING.wav,Music,117.5,D major,10B,6,Intro -> Chorus -> Drop,299.49,44100,24,2,75.57,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Funkshway - ANALOG RECORDING.wav
SERGIK - Self Love.wav,Music,86.1,D major,10B,7,Chorus -> Drop -> Outro,253.77,44100,24,2,64.04,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Self Love.wav
SERGIK - Conducter.wav,Music,129.2,D minor,7A,5,Chorus -> Drop,277.5,44100,24,2,70.03,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Conducter.wav
Hip Hop 10.mp3,Music,86.1,E minor,9A,6,Intro -> Drop,126.38,44100,0,2,4.82,mp3,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Hip Hop 10.mp3
SERGIK Ft. Janis & The Planets - Like A Daisy.wav,Music,86.1,A minor,8A,6,Intro -> Chorus -> Drop,228.71,44100,24,2,57.71,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK Ft. Janis & The Planets - Like A Daisy.wav
SERGIK - In The Streets - (Funkshway SRGFLp) V2.wav,Music,117.5,A major,11B,6,Intro -> Drop,304.7,44100,24,2,76.89,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - In The Streets - (Funkshway SRGFLp) V2.wav
doors of perception.mp3,Music,129.2,A minor,8A,5,Drop,240.61,44100,0,2,9.18,mp3,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/doors of perception.mp3
SERGIK - Nimbus Ride.wav,Music,117.5,D minor,7A,5,Chorus -> Drop,260.0,44100,24,2,65.61,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Nimbus Ride.wav
Sergik x DJ Epidemik x 1200Runway - No Time.wav,Music,86.1,F# minor,11A,6,Drop,199.68,44100,0,2,33.59,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Sergik x DJ Epidemik x 1200Runway - No Time.wav
Chasing Dreams (1).wav,Music,123.0,A# minor,3A,5,Intro -> Verse -> Drop,176.0,44100,0,2,29.61,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Chasing Dreams (1).wav
SERGIK x Auxlee - Quirk.wav,Music,147.7,D major,10B,5,Intro -> Chorus -> Drop,259.56,44100,24,2,65.5,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Auxlee - Quirk.wav
Dreaming Jet 2.mp3,Music,129.2,D minor,7A,9,Intro -> Chorus -> Drop,330.06,44100,0,2,12.59,mp3,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Dreaming Jet 2.mp3
SERGIK - Chasing the sun to Tokyo (Mastered).wav,Music,89.1,E minor,9A,6,Intro -> Verse -> Drop,166.1,44100,0,2,27.94,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Chasing the sun to Tokyo (Mastered).wav
understood (0).wav,Music,92.3,F# minor,11A,5,Intro -> Drop,128.0,44100,0,2,21.53,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/understood (0).wav
SERGIK x Cafe Caderas - House Girls.wav,Music,129.2,A major,11B,6,Chorus -> Verse -> Drop,217.14,44100,0,2,36.53,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Cafe Caderas - House Girls.wav
6.24.24 V2.0 Smells like FUNK 114 bpm Note C.aif,Music,112.3,C major,8B,6,Drop,143.16,48000,24,2,39.32,aif,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/6.24.24 V2.0 Smells like FUNK 114 bpm Note C.aif
SERGIK - Drop Dat B.wav,Music,129.2,D major,10B,5,Drop,213.75,44100,24,2,53.94,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Drop Dat B.wav
SERGIK - In The Moment.wav,Music,86.1,D minor,7A,7,Intro -> Chorus -> Drop,220.65,44100,24,2,55.68,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - In The Moment.wav
SERGIK - Up All Night.wav,Music,86.1,C major,8B,6,Intro -> Verse -> Drop,203.23,44100,0,2,34.19,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Up All Night.wav
SERGIK - I Like the way.wav,Music,123.0,A major,11B,6,Drop -> Chorus,204.59,44100,0,2,34.42,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - I Like the way.wav
SERGIK - Golden Hour - Trap.wav,Music,86.1,A major,11B,6,Chorus -> Drop,220.65,44100,24,2,55.68,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Golden Hour - Trap.wav
SERGIK - Guttah.wav,Music,129.2,A major,11B,8,Intro -> Drop -> Outro,309.92,44100,24,2,78.21,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Guttah.wav
Sergik x Hausofdevotion - Delirium.wav,Music,86.1,A minor,8A,5,Chorus -> Drop,170.32,44100,0,2,28.65,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Sergik x Hausofdevotion - Delirium.wav
SERGIK x Janis - Like a Daisy (VIP Alchemy).wav,Music,76.0,F major,7B,6,Chorus -> Drop,252.63,44100,24,2,63.75,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Janis - Like a Daisy (VIP Alchemy).wav
Feel Good.wav,Music,129.2,D minor,7A,5,Intro -> Chorus -> Drop,152.38,44100,0,2,25.63,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Feel Good.wav
SERGIK - All My Ladies ft. Nessa.wav,Music,123.0,F major,7B,6,Drop,220.95,44100,24,2,55.76,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - All My Ladies ft. Nessa.wav
SERGIK x Breauxxx - All Around.wav,Music,86.1,D major,10B,6,Chorus -> Drop,288.75,44100,24,2,72.86,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Breauxxx - All Around.wav
SERGIK - Lose Yourself.wav,Music,123.0,D major,10B,6,Drop,203.52,44100,24,2,51.36,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Lose Yourself.wav
SERGIK - Aha.wav,Music,86.1,A minor,8A,6,Intro -> Drop,265.37,44100,0,2,44.64,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Aha.wav
SERGIK x Aloe Flipz x Nood - Bxtch I Grow (Shafeus Edit).wav,Music,86.1,A# minor,3A,6,Intro -> Drop,261.65,44100,24,2,66.03,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Aloe Flipz x Nood - Bxtch I Grow (Shafeus Edit).wav
Try Me Mix-Down_master 2.wav,Music,86.1,A minor,8A,7,Chorus -> Drop,226.67,44100,0,2,38.13,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Try Me Mix-Down_master 2.wav
SERGIK - Jumpin v2.wav,Music,129.2,A major,11B,5,Drop,254.88,44100,24,2,64.32,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Jumpin v2.wav
Old Fellas - Azare Ft. JCreate 3.mp3,Music,80.7,A major,11B,6,Drop,223.56,44100,0,2,8.53,mp3,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Old Fellas - Azare Ft. JCreate 3.mp3
SERGIK x Silent Jay - Soul On Fire.wav,Music,86.1,D major,10B,7,Chorus -> Drop -> Chorus,251.71,44100,24,2,63.52,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Silent Jay - Soul On Fire.wav
DOMMO - MYLOVE4U.wav,Music,129.2,F# minor,11A,9,Drop -> Outro,215.24,44100,24,2,54.32,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/DOMMO - MYLOVE4U.wav
SERGIK - Do My Thang.wav,Music,86.1,A major,11B,8,Intro -> Drop,236.19,44100,24,2,59.6,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Do My Thang.wav
SERGIK x NOOD - If You Want To v2.wav,Music,86.1,F major,7B,6,Intro -> Chorus -> Drop,273.75,44100,24,2,69.08,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x NOOD - If You Want To v2.wav
SERGIK x Forgotten Modern - Give it To Em.wav,Music,123.0,A minor,8A,8,Intro -> Drop,138.24,44100,24,2,34.88,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Forgotten Modern - Give it To Em.wav
SERGIK - Electrify.wav,Music,86.1,D major,10B,5,Drop,247.74,44100,24,2,62.52,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Electrify.wav
Optikz x SERGIK(Vips) - Crowd Control - House.wav,Music,123.0,A minor,8A,8,Intro -> Drop,204.19,44100,24,2,51.53,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Optikz x SERGIK(Vips) - Crowd Control - House.wav
SERGIK X JIMII - JUST IN CASE.wav,Music,129.2,D major,10B,6,Drop,273.75,44100,0,2,46.05,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK X JIMII - JUST IN CASE.wav
Rushh.wav,Music,123.0,B minor,10A,6,Intro -> Chorus -> Drop,206.83,44100,0,2,34.79,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Rushh.wav
SERGIK x Sean Hart x Sean Watson V2x Janis - Snap Back Sweet.wav,Music,92.3,A major,11B,6,Chorus -> Drop,349.09,44100,24,2,88.09,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Sean Hart x Sean Watson V2x Janis - Snap Back Sweet.wav
Sergik - Tell Me.wav,Music,123.0,D minor,7A,6,Intro -> Verse -> Drop,245.76,44100,0,2,41.34,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Sergik - Tell Me.wav
Dilon Karim - Chancellor.wav,Music,89.1,A major,11B,5,Drop,404.21,44100,24,2,102.0,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Dilon Karim - Chancellor.wav
SERGIK x Breauxxx x NOOD - Comprehension.wav,Music,129.2,D major,10B,6,Drop,285.0,44100,24,2,71.92,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Breauxxx x NOOD - Comprehension.wav
SERGIK x Aloe Flipz - Broken Problems v2.wav,Music,123.0,D major,10B,6,Chorus -> Drop,199.02,44100,24,2,50.22,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Aloe Flipz - Broken Problems v2.wav
Chasing Dreams (0).wav,Music,123.0,A# minor,3A,5,Intro -> Verse -> Drop,176.0,44100,0,2,29.61,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Chasing Dreams (0).wav
SERGIK x Slick - Gangsta.wav,Music,86.1,D major,10B,5,Chorus -> Drop,270.0,44100,24,2,68.13,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Slick - Gangsta.wav
SERGIK - Elevator Musik.wav,Music,129.2,D major,10B,7,Intro -> Drop,226.77,44100,24,2,57.22,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Elevator Musik.wav
SERGIK - Never Hold Back.wav,Music,86.1,D minor,7A,6,Drop -> Chorus,251.51,44100,24,2,63.47,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Never Hold Back.wav
SERGIK - Funkshway analog.wav,Music,117.5,D major,10B,7,Chorus -> Drop,299.49,44100,24,2,75.57,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Funkshway analog.wav
Try Me Mix-Down_master.wav,Music,86.1,A minor,8A,7,Chorus -> Drop,226.67,44100,0,2,38.13,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Try Me Mix-Down_master.wav
